,y_pred,y_true
334,6,6
335,6,9
336,6,3
337,8,8
338,0,0
339,7,7
340,4,2
341,5,6
342,2,2
343,7,5
344,0,8
345,5,5
346,7,4
347,5,6
348,8,8
349,9,9
350,1,9
351,1,1
352,8,0
353,2,2
354,6,2
355,5,7
356,4,3
357,2,2
358,1,8
359,0,0
360,9,9
361,5,5
362,8,8
363,0,1
364,9,9
365,7,4
366,1,1
367,9,3
368,0,8
369,1,1
370,2,4
371,7,7
372,9,9
373,2,4
374,2,2
375,7,7
376,8,0
377,3,7
378,6,0
379,6,6
380,6,6
381,9,9
382,0,0
383,8,9
384,2,2
385,0,8
386,7,7
387,6,2
388,3,2
389,5,5
390,1,1
391,0,2
392,6,6
393,5,2
394,7,9
395,6,6
396,5,2
397,3,3
398,8,0
399,9,3
400,9,9
401,1,8
402,7,7
403,8,8
404,8,8
405,6,4
406,0,0
407,9,1
408,8,8
409,2,2
410,7,7
411,0,9
412,5,3
413,4,6
414,1,1
415,9,9
416,7,0
417,1,7
418,5,3
419,7,7
420,4,4
421,5,5
422,8,0
423,3,0
424,2,2
425,9,9
426,5,3
427,7,4
428,6,0
429,6,6
430,5,2
431,5,5
432,5,3
433,3,7
434,9,3
435,7,7
436,2,2
437,4,5
438,5,3
439,9,1
440,8,1
441,4,4
442,9,9
443,9,9
444,5,5
445,4,7
446,4,5
447,0,0
448,2,2
449,2,2
450,6,2
451,1,9
452,7,7
453,2,3
454,9,9
455,5,4
456,2,3
457,5,5
458,6,4
459,8,6
460,3,5
461,6,6
462,9,1
463,5,4
464,3,3
465,6,4
466,7,4
467,6,3
468,5,7
469,3,8
470,6,3
471,3,7
472,8,8
473,0,0
474,3,5
475,7,7
476,4,6
477,0,0
478,2,5
479,7,4
480,9,8
481,6,6
482,0,8
483,7,5
484,3,5
485,9,9
486,9,9
487,9,9
488,3,5
489,0,0
490,1,1
491,9,0
492,0,8
493,1,1
494,8,1
495,8,8
496,9,0
497,2,2
498,2,2
499,0,0
500,6,4
501,6,6
502,5,5
503,6,4
504,9,9
505,2,4
506,3,7
507,9,9
508,3,9
509,4,4
510,5,5
511,6,6
512,6,6
513,9,1
514,5,5
515,7,3
516,8,8
517,1,9
518,3,5
519,8,8
520,7,5
521,7,7
522,0,0
523,7,7
524,0,0
525,6,5
526,2,0
527,0,0
528,9,4
529,6,6
530,8,9
531,5,0
532,1,9
533,0,5
534,6,6
535,6,6
536,6,6
537,6,2
538,8,9
539,1,0
540,9,1
541,7,7
542,6,6
543,7,7
544,5,5
545,9,9
546,1,1
547,3,6
548,6,2
549,5,5
550,2,5
551,5,5
552,8,8
553,3,5
554,9,9
555,2,4
556,4,6
557,3,4
558,3,3
559,2,2
560,0,0
561,7,7
562,6,6
563,6,2
564,6,2
565,3,3
566,9,9
567,3,7
568,8,9
569,6,2
570,6,6
571,7,7
572,1,1
573,6,3
574,6,6
575,6,6
576,8,8
577,0,9
578,7,7
579,6,5
580,4,4
581,0,0
582,0,8
583,2,4
584,0,0
585,8,9
586,6,3
587,2,4
588,8,8
589,9,9
590,6,6
591,1,9
592,2,2
593,6,6
594,1,1
595,1,4
596,9,7
597,9,3
598,6,5
599,5,3
600,8,8
601,5,5
602,8,0
603,2,2
604,1,1
605,6,6
606,8,4
607,3,3
608,3,3
609,9,9
610,6,6
611,9,9
612,8,8
613,8,8
614,5,5
615,8,8
616,6,6
617,6,6
618,7,2
619,9,1
620,7,7
621,7,7
622,1,1
623,2,2
624,7,7
625,9,9
626,1,9
627,4,4
628,7,4
629,7,1
630,8,2
631,2,5
632,6,6
633,3,8
634,3,7
635,6,6
636,9,8
637,0,3
638,8,0
639,5,5
640,3,5
641,6,3
642,1,0
643,7,7
644,8,9
645,9,1
646,5,3
647,2,4
648,2,4
649,7,5
650,4,3
651,9,9
652,3,5
653,6,6
654,3,9
655,0,2
656,1,1
657,5,1
658,4,4
659,1,1
660,9,9
661,4,4
662,7,7
663,6,6
664,3,3
665,8,8
666,9,9
667,0,0
668,9,1
669,5,3
670,6,6
671,5,3
672,5,6
673,6,3
674,2,2
675,0,0
676,4,3
677,9,1
678,7,0
679,3,5
680,9,9
681,6,6
682,9,4
683,1,8
684,9,9
685,2,6
686,2,9
687,7,6
688,6,3
689,6,0
690,5,3
691,2,2
692,2,2
693,7,7
694,8,8
695,6,3
696,8,8
697,4,2
698,7,7
699,5,5
700,9,7
701,0,2
702,6,4
703,0,8
704,7,7
705,6,4
706,8,2
707,7,9
708,8,8
709,8,8
710,7,6
711,8,8
712,8,8
713,7,7
714,2,4
715,3,3
716,6,3
717,9,8
718,7,4
719,9,9
720,9,4
721,8,8
722,8,8
723,1,1
724,9,8
725,1,2
726,1,1
727,7,3
728,6,6
729,5,5
730,3,4
731,0,2
732,3,7
733,6,9
734,1,9
735,4,4
736,1,1
737,0,4
738,1,1
739,7,3
740,5,2
741,7,7
742,9,0
743,7,7
744,1,9
745,7,7
746,6,6
747,6,6
748,2,2
749,5,5
750,9,9
751,0,2
752,9,9
753,1,1
754,2,2
755,4,2
756,6,6
757,8,8
758,2,2
759,1,1
760,7,3
761,5,6
762,0,6
763,9,0
764,1,1
765,2,2
766,2,7
767,9,0
768,5,5
769,4,4
770,1,6
771,9,1
772,6,6
773,3,4
774,0,0
775,4,2
776,5,2
777,6,6
778,4,0
779,6,5
780,9,9
781,1,1
782,7,7
783,6,6
784,7,7
785,8,0
786,5,3
787,9,9
788,4,6
789,8,8
790,0,3
791,0,0
792,7,3
793,3,4
794,7,7
795,7,7
796,3,1
797,7,4
798,3,7
799,2,2
800,7,7
801,1,1
802,0,4
803,7,7
804,6,4
805,4,4
806,8,8
807,2,4
808,7,7
809,5,7
810,5,5
811,5,3
812,7,7
813,4,2
814,8,0
815,8,8
816,9,9
817,3,5
818,0,8
819,1,3
820,6,6
821,2,2
822,0,0
823,8,8
824,7,7
825,3,3
826,4,7
827,6,6
828,5,5
829,0,3
830,1,1
831,5,3
832,2,2
833,5,2
834,4,5
835,3,4
836,8,1
837,2,2
838,7,9
839,2,2
840,7,7
841,0,0
842,7,7
843,4,2
844,1,1
845,7,3
846,4,2
847,0,0
848,2,2
849,4,4
850,5,7
851,9,9
852,8,8
853,1,9
854,0,0
855,9,7
856,7,7
857,0,0
858,7,7
859,8,8
860,4,4
861,6,6
862,6,3
863,2,3
864,0,0
865,1,1
866,9,3
867,3,7
868,0,0
869,9,1
870,6,3
871,1,1
872,2,4
873,0,2
874,3,3
875,8,8
876,2,4
877,5,2
878,0,3
879,7,7
880,8,8
881,3,4
882,0,3
883,0,0
884,9,9
885,0,0
886,8,0
887,1,1
888,8,0
889,6,4
890,3,4
891,4,6
892,5,7
893,3,6
894,1,1
895,1,1
896,5,3
897,7,7
898,7,3
899,5,5
900,2,2
901,6,6
902,6,6
903,5,5
904,0,8
905,2,7
906,1,1
907,6,6
908,0,8
909,8,8
910,7,5
911,3,3
912,6,0
913,5,4
914,1,0
915,9,1
916,2,3
917,8,8
918,8,8
919,4,0
920,6,6
921,9,9
922,7,9
923,9,9
924,9,5
925,5,5
926,6,8
927,2,6
928,0,0
929,8,0
930,4,4
931,5,2
932,3,3
933,7,2
934,7,7
935,3,2
936,2,2
937,7,5
938,1,9
939,8,8
940,1,9
941,9,1
942,7,7
943,4,4
944,8,0
945,5,3
946,0,0
947,1,1
948,3,3
949,8,8
950,3,3
951,9,9
952,6,6
953,1,1
954,4,4
955,7,7
956,8,0
957,3,3
958,7,7
959,8,8
960,9,9
961,2,1
962,9,1
963,6,6
964,6,6
965,7,6
966,6,6
967,9,9
968,1,1
969,9,9
970,1,9
971,4,4
972,7,2
973,1,1
974,7,7
975,0,0
976,6,6
977,8,8
978,1,1
979,9,9
980,6,2
981,8,9
982,5,0
983,4,4
984,7,7
985,8,8
986,5,3
987,1,1
988,2,2
989,0,0
990,1,1
991,3,5
992,8,8
993,3,4
994,6,6
995,7,3
996,8,8
997,1,1
998,3,3
999,8,8
1000,5,5
1001,1,0
1002,9,8
1003,2,4
1004,0,8
1005,1,1
1006,1,1
1007,8,8
1008,4,9
1009,7,6
1010,0,0
1011,8,8
1012,6,6
1013,1,1
1014,2,3
1015,6,4
1016,1,1
1017,6,6
1018,0,0
1019,8,5
1020,1,1
1021,2,1
1022,0,0
1023,0,0
1024,3,3
1025,5,5
1026,4,0
1027,1,0
1028,6,6
1029,6,6
1030,3,3
1031,3,3
1032,3,6
1033,3,3
1034,3,6
1035,3,6
1036,4,0
1037,0,7
1038,2,2
1039,2,2
1040,5,7
1041,5,5
1042,2,5
1043,4,2
1044,8,8
1045,3,5
1046,2,2
1047,0,1
1048,1,1
1049,7,4
1050,0,3
1051,7,2
1052,8,0
1053,5,3
1054,3,1
1055,7,5
1056,3,3
1057,7,7
1058,3,6
1059,0,8
1060,9,9
1061,0,1
1062,6,6
1063,5,4
1064,3,9
1065,0,3
1066,1,9
1067,0,0
1068,9,9
1069,6,6
1070,3,3
1071,6,6
1072,8,0
1073,7,7
1074,3,3
1075,8,8
1076,0,0
1077,0,0
1078,0,0
1079,6,6
1080,6,6
1081,5,6
1082,9,9
1083,4,2
1084,2,5
1085,4,4
1086,2,4
1087,6,6
1088,3,3
1089,6,6
1090,0,0
1091,8,8
1092,6,6
1093,6,0
1094,5,6
1095,2,2
1096,7,7
1097,5,5
1098,1,1
1099,2,2
1100,0,7
1101,8,8
1102,0,8
1103,0,0
1104,9,9
1105,3,4
1106,9,9
1107,7,7
1108,2,2
1109,1,0
1110,0,2
1111,8,8
1112,5,3
1113,8,8
1114,9,9
1115,1,1
1116,2,5
1117,5,5
1118,5,4
1119,7,7
1120,5,5
1121,5,3
1122,8,8
1123,6,3
1124,2,3
1125,6,6
1126,0,2
1127,8,8
1128,3,4
1129,2,3
1130,9,7
1131,1,1
1132,6,2
1133,2,4
1134,1,1
1135,6,6
1136,1,9
1137,9,0
1138,5,5
1139,8,8
1140,6,6
1141,1,1
1142,8,8
1143,6,6
1144,8,1
1145,5,4
1146,4,2
1147,6,6
1148,6,2
1149,3,7
1150,7,2
1151,2,2
1152,0,0
1153,9,8
1154,6,6
1155,0,9
1156,0,1
1157,7,7
1158,1,1
1159,8,8
1160,8,8
1161,1,0
1162,7,7
1163,5,3
1164,8,8
1165,0,0
1166,6,3
1167,2,4
1168,7,3
1169,7,7
1170,0,7
1171,9,9
1172,2,2
1173,6,3
1174,0,1
1175,9,9
1176,8,1
1177,9,9
1178,2,6
1179,3,3
1180,3,3
1181,3,3
1182,8,1
1183,8,0
1184,6,6
1185,1,1
1186,4,4
1187,1,1
1188,8,0
1189,0,0
1190,1,1
1191,1,1
1192,2,6
1193,5,5
1194,0,4
1195,6,6
1196,5,2
1197,0,0
1198,7,7
1199,1,9
1200,8,8
1201,7,7
1202,5,2
1203,8,0
1204,6,6
1205,8,8
1206,1,1
1207,8,4
1208,2,3
1209,7,7
1210,1,0
1211,6,6
1212,1,1
1213,1,8
1214,5,5
1215,7,7
1216,1,8
1217,2,4
1218,8,8
1219,5,3
1220,6,9
1221,7,9
1222,1,9
1223,0,8
1224,4,7
1225,6,6
1226,6,6
1227,9,3
1228,7,5
1229,1,1
1230,0,5
1231,1,9
1232,1,1
1233,2,4
1234,1,1
1235,5,5
1236,7,7
1237,0,0
1238,1,1
1239,6,5
1240,6,2
1241,8,0
1242,9,8
1243,8,8
1244,3,5
1245,8,6
1246,9,7
1247,3,3
1248,2,2
1249,4,4
1250,7,7
1251,5,2
1252,5,5
1253,1,8
1254,0,2
1255,4,4
1256,8,9
1257,4,2
1258,6,1
1259,8,8
1260,9,1
1261,8,9
1262,8,8
1263,8,8
1264,8,8
1265,8,9
1266,8,0
1267,4,4
1268,3,3
1269,5,3
1270,1,1
1271,8,8
1272,7,4
1273,4,6
1274,3,3
1275,2,3
1276,9,5
1277,3,2
1278,2,2
1279,5,8
1280,7,3
1281,8,8
1282,9,9
1283,7,5
1284,8,8
1285,9,9
1286,1,8
1287,8,9
1288,1,1
1289,9,6
1290,5,5
1291,8,9
1292,6,4
1293,6,4
1294,0,8
1295,0,0
1296,5,7
1297,2,2
1298,1,9
1299,9,7
1300,2,4
1301,1,1
1302,5,6
1303,4,4
1304,1,4
1305,9,9
1306,2,1
1307,0,2
1308,4,5
1309,6,6
1310,9,0
1311,8,8
1312,6,6
1313,1,1
1314,1,9
1315,8,4
1316,5,5
1317,9,9
1318,3,5
1319,0,0
1320,7,7
1321,3,2
1322,9,0
1323,8,0
1324,7,4
1325,2,2
1326,6,6
1327,6,6
1328,3,5
1329,7,5
1330,7,2
1331,0,8
1332,8,1
1333,1,7
1334,2,3
1335,0,1
1336,4,4
1337,2,5
1338,6,6
1339,3,5
1340,0,1
1341,6,4
1342,6,7
1343,0,0
1344,6,9
1345,2,4
1346,7,3
1347,8,8
1348,4,2
1349,8,8
1350,6,4
1351,7,7
1352,3,2
1353,7,3
1354,7,1
1355,3,5
1356,7,2
1357,1,9
1358,9,8
1359,9,9
1360,7,7
1361,9,9
1362,7,5
1363,8,1
1364,4,4
1365,0,0
1366,8,8
1367,2,2
1368,3,3
1369,8,8
1370,9,9
1371,1,1
1372,1,1
1373,5,3
1374,0,2
1375,4,4
1376,1,9
1377,7,3
1378,0,1
1379,0,7
1380,5,4
1381,6,6
1382,0,2
1383,6,8
1384,9,9
1385,5,5
1386,6,3
1387,8,9
1388,5,5
1389,4,5
1390,6,6
1391,2,7
1392,2,2
1393,7,4
1394,2,6
1395,6,3
1396,1,1
1397,0,0
1398,8,7
1399,0,2
1400,5,5
1401,5,4
1402,7,7
1403,4,6
1404,8,1
1405,9,1
1406,9,9
1407,1,8
1408,1,1
1409,2,0
1410,1,1
1411,5,3
1412,1,1
1413,1,1
1414,1,1
1415,7,7
1416,5,3
1417,9,9
1418,2,6
1419,8,8
1420,7,4
1421,6,6
1422,8,8
1423,4,4
1424,0,9
1425,3,4
1426,7,7
1427,9,9
1428,7,7
1429,7,6
1430,9,8
1431,4,4
1432,8,9
1433,7,7
1434,2,0
1435,9,1
1436,3,6
1437,9,1
1438,3,5
1439,1,9
1440,8,0
1441,2,4
1442,5,3
1443,6,4
1444,1,1
1445,5,3
1446,0,0
1447,8,8
1448,4,4
1449,6,6
1450,2,2
1451,6,2
1452,3,6
1453,4,5
1454,3,3
1455,6,6
1456,6,2
1457,1,1
1458,8,1
1459,8,8
1460,6,6
1461,0,0
1462,7,4
1463,8,0
1464,1,1
1465,0,9
1466,7,7
1467,1,1
1468,3,3
1469,5,7
1470,2,7
1471,8,8
1472,7,7
1473,7,7
1474,7,3
1475,9,9
1476,7,7
1477,7,7
1478,7,7
1479,9,2
1480,9,1
1481,2,2
1482,8,8
1483,6,6
1484,6,4
1485,8,0
1486,7,7
1487,9,9
1488,8,8
1489,2,6
1490,8,8
1491,6,4
1492,8,9
1493,9,1
1494,5,7
1495,0,2
1496,6,2
1497,8,8
1498,5,5
1499,9,8
1500,1,1
1501,6,2
1502,4,2
1503,5,4
1504,9,1
1505,3,2
1506,7,5
1507,9,2
1508,8,8
1509,1,1
1510,8,8
1511,1,1
1512,8,8
1513,5,6
1514,8,0
1515,2,2
1516,2,4
1517,1,1
1518,5,3
1519,6,6
1520,7,7
1521,4,7
1522,4,4
1523,7,4
1524,3,3
1525,8,3
1526,3,4
1527,7,5
1528,2,2
1529,4,4
1530,9,3
1531,7,7
1532,8,8
1533,7,4
1534,2,4
1535,4,4
1536,9,5
1537,4,4
1538,1,3
1539,6,2
1540,8,8
1541,4,4
1542,5,5
1543,5,5
1544,4,4
1545,1,1
1546,4,4
1547,0,2
1548,3,5
1549,1,1
1550,6,6
1551,2,4
1552,2,3
1553,2,4
1554,4,4
1555,0,0
1556,6,8
1557,8,8
1558,6,4
1559,5,5
1560,7,7
1561,5,5
1562,6,6
1563,8,9
1564,1,1
1565,6,6
1566,7,7
1567,3,2
1568,0,0
1569,1,1
1570,7,4
1571,7,5
1572,6,6
1573,8,0
1574,0,0
1575,2,2
1576,4,7
1577,6,5
1578,6,6
1579,0,0
1580,9,6
1581,7,2
1582,6,9
1583,3,1
1584,7,7
1585,9,7
1586,5,5
1587,0,2
1588,5,5
1589,6,6
1590,2,4
1591,9,1
1592,2,4
1593,3,3
1594,4,3
1595,9,3
1596,2,0
1597,5,3
1598,7,5
1599,5,5
1600,9,8
1601,9,9
1602,2,7
1603,6,3
1604,1,1
1605,7,3
1606,6,3
1607,5,3
1608,5,4
1609,2,4
1610,5,2
1611,3,3
1612,6,3
1613,9,8
1614,1,1
1615,3,7
1616,7,7
1617,0,0
1618,3,7
1619,4,4
1620,3,5
1621,1,1
1622,4,4
1623,6,2
1624,4,4
1625,5,3
1626,4,9
1627,8,9
1628,7,4
1629,0,9
1630,9,9
1631,1,1
1632,9,8
1633,8,1
1634,6,6
1635,7,7
1636,5,5
1637,5,5
1638,2,4
1639,9,9
1640,5,7
1641,6,6
1642,4,5
1643,9,9
1644,5,2
1645,6,4
1646,8,0
1647,7,7
1648,9,8
1649,7,5
1650,5,5
1651,0,0
1652,0,0
1653,9,9
1654,9,9
1655,8,8
1656,2,2
1657,5,5
1658,4,4
1659,8,8
1660,7,3
1661,6,6
1662,9,3
1663,6,6
1664,0,0
1665,6,6
1666,6,6
1667,6,6
1668,1,9
1669,6,6
1670,6,6
1671,0,8
1672,6,6
1673,6,2
1674,4,4
1675,7,5
1676,0,8
1677,1,1
1678,2,2
1679,7,7
1680,6,6
1681,6,5
1682,7,7
1683,8,8
1684,8,1
1685,6,8
1686,0,0
1687,0,8
1688,6,6
1689,9,9
1690,7,2
1691,8,8
1692,9,9
1693,9,4
1694,0,0
1695,9,9
1696,9,4
1697,9,9
1698,5,5
1699,4,7
1700,2,5
1701,2,5
1702,8,9
1703,5,5
1704,3,3
1705,2,0
1706,1,1
1707,9,9
1708,1,7
1709,2,2
1710,2,4
1711,1,1
1712,0,0
1713,1,8
1714,0,0
1715,7,3
1716,1,1
1717,7,7
1718,8,0
1719,0,0
1720,2,4
1721,1,8
1722,6,6
1723,5,2
1724,2,4
1725,0,0
1726,0,0
1727,1,9
1728,8,0
1729,8,8
1730,0,4
1731,6,5
1732,1,9
1733,5,3
1734,3,9
1735,4,0
1736,6,5
1737,5,6
1738,5,5
1739,1,0
1740,1,1
1741,5,4
1742,8,8
1743,1,1
1744,8,0
1745,5,5
1746,2,2
1747,9,1
1748,0,0
1749,4,2
1750,8,8
1751,1,1
1752,5,5
1753,6,6
1754,7,7
1755,5,7
1756,5,2
1757,6,6
1758,2,2
1759,5,5
1760,0,0
1761,1,1
1762,4,4
1763,9,2
1764,7,5
1765,6,4
1766,4,6
1767,4,2
1768,2,2
1769,1,1
1770,7,7
1771,4,2
1772,1,8
1773,5,5
1774,5,5
1775,7,3
1776,0,0
1777,7,4
1778,8,8
1779,3,3
1780,7,7
1781,6,6
1782,5,3
1783,8,8
1784,1,1
1785,2,0
1786,9,1
1787,5,3
1788,6,3
1789,7,0
1790,7,7
1791,4,4
1792,9,9
1793,5,5
1794,2,3
1795,6,6
1796,8,0
1797,1,1
1798,4,4
1799,2,4
1800,0,4
1801,4,4
1802,2,2
1803,6,2
1804,3,5
1805,8,8
1806,1,1
1807,2,5
1808,9,9
1809,8,8
1810,8,1
1811,1,1
1812,5,5
1813,3,3
1814,9,9
1815,1,9
1816,5,7
1817,6,6
1818,7,5
1819,8,0
1820,1,8
1821,6,4
1822,2,7
1823,3,0
1824,9,9
1825,2,2
1826,8,8
1827,4,4
1828,7,7
1829,9,1
1830,6,3
1831,9,9
1832,1,6
1833,8,8
1834,1,9
1835,3,0
1836,4,4
1837,6,9
1838,0,6
1839,7,7
1840,9,8
1841,9,9
1842,4,4
1843,8,8
1844,9,9
1845,7,7
1846,6,2
1847,5,5
1848,3,3
1849,7,7
1850,3,1
1851,0,0
1852,2,2
1853,9,9
1854,3,5
1855,5,5
1856,0,8
1857,5,5
1858,3,4
1859,3,2
1860,8,8
1861,3,3
1862,3,5
1863,6,5
1864,7,7
1865,7,7
1866,8,8
1867,5,6
1868,5,2
1869,8,8
1870,2,2
1871,3,3
1872,7,5
1873,6,6
1874,0,8
1875,0,0
1876,7,2
1877,3,3
1878,7,7
1879,0,0
1880,8,1
1881,1,9
1882,1,1
1883,6,3
1884,2,7
1885,2,5
1886,2,8
1887,3,3
1888,1,2
1889,8,9
1890,4,6
1891,8,8
1892,6,6
1893,9,9
1894,3,3
1895,8,8
1896,9,9
1897,8,8
1898,6,0
1899,7,7
1900,8,8
1901,5,5
1902,2,0
1903,0,0
1904,1,1
1905,1,3
1906,3,9
1907,9,1
1908,3,5
1909,5,3
1910,6,4
1911,6,4
1912,0,0
1913,9,9
1914,9,9
1915,9,9
1916,3,9
1917,8,8
1918,7,2
1919,7,4
1920,6,2
1921,8,2
1922,5,5
1923,1,1
1924,7,9
1925,9,1
1926,1,0
1927,8,9
1928,4,4
1929,4,2
1930,9,1
1931,3,6
1932,0,0
1933,5,3
1934,9,7
1935,6,6
1936,7,3
1937,1,1
1938,8,8
1939,3,6
1940,2,5
1941,0,7
1942,2,2
1943,8,8
1944,2,4
1945,3,4
1946,8,8
1947,9,3
1948,5,5
1949,0,0
1950,3,5
1951,7,7
1952,4,4
1953,4,4
1954,0,2
1955,7,2
1956,7,7
1957,2,3
1958,1,6
1959,0,0
1960,5,2
1961,7,7
1962,6,6
1963,0,2
1964,5,3
1965,0,0
1966,7,7
1967,7,7
1968,8,8
1969,9,1
1970,1,1
1971,4,4
1972,2,6
1973,0,0
1974,6,6
1975,6,6
1976,5,5
1977,2,5
1978,6,6
1979,3,3
1980,9,9
1981,5,3
1982,6,6
1983,5,8
1984,3,7
1985,2,6
1986,3,4
1987,8,9
1988,5,5
1989,5,6
1990,7,4
1991,1,1
1992,6,6
1993,3,3
1994,1,8
1995,8,2
1996,5,3
1997,0,9
1998,1,8
1999,6,5
2000,6,1
2001,6,5
2002,2,4
2003,6,5
2004,5,7
2005,5,5
2006,7,7
2007,8,8
2008,9,9
2009,1,1
2010,4,7
2011,2,2
2012,5,5
2013,6,6
2014,0,8
2015,4,4
2016,6,6
2017,3,5
2018,6,3
2019,6,9
2020,9,9
2021,0,8
2022,3,5
2023,5,5
2024,6,6
2025,4,4
2026,3,5
2027,3,9
2028,7,7
2029,6,3
2030,4,4
2031,1,1
2032,4,4
2033,2,2
2034,4,3
2035,6,6
2036,3,5
2037,6,5
2038,3,2
2039,9,8
2040,0,0
2041,0,0
2042,1,1
2043,8,8
2044,5,3
2045,1,1
2046,3,3
2047,5,5
2048,8,8
2049,6,3
2050,8,8
2051,3,5
2052,8,8
2053,2,6
2054,5,3
2055,7,5
2056,5,5
2057,3,5
2058,8,0
2059,9,9
2060,5,5
2061,5,5
2062,7,7
2063,1,1
2064,8,8
2065,6,2
2066,4,2
2067,4,7
2068,6,3
2069,4,4
2070,6,2
2071,9,9
2072,6,6
2073,2,2
2074,2,2
2075,7,4
2076,3,3
2077,0,0
2078,6,2
2079,2,0
2080,1,1
2081,6,3
2082,2,2
2083,3,2
2084,7,7
2085,2,0
2086,9,1
2087,2,0
2088,7,7
2089,7,7
2090,2,2
2091,2,0
2092,1,1
2093,6,6
2094,7,5
2095,2,0
2096,4,2
2097,2,2
2098,1,0
2099,1,1
2100,6,2
2101,6,6
2102,8,0
2103,1,1
2104,6,6
2105,6,6
2106,5,5
2107,3,3
2108,5,4
2109,0,0
2110,7,0
2111,1,9
2112,1,1
2113,0,0
2114,5,2
2115,7,5
2116,9,9
2117,9,7
2118,8,8
2119,6,6
2120,8,4
2121,6,6
2122,0,0
2123,4,2
2124,0,0
2125,9,1
2126,9,9
2127,7,2
2128,4,4
2129,6,9
2130,2,0
2131,9,7
2132,2,2
2133,3,3
2134,3,4
2135,8,8
2136,9,0
2137,4,2
2138,6,6
2139,8,8
